songID,artistID
201,1928
202,3460
203,979
204,2149
205,3534
206,946
207,3510
208,1785
209,1782
209,2483
210,2600
211,521
211,3274
212,99
213,2771
214,1298
215,2521
216,2654
217,1041
218,1906
219,1207
220,1351
221,2405
222,2138
222,1812
223,920
224,2988
225,605
226,2962
226,1881
227,2483
228,1908
229,2585
230,2483
231,3074
232,3306
233,2509
233,2035
234,431
235,2556
236,1177
237,3589
238,157
239,3482
240,1860
241,597
242,2815
243,1016
244,2889
245,3668
246,3120
247,3085
248,210
248,1980
249,732
250,381
251,455
252,813
253,2138
253,542
254,2227
255,1179
256,2728
257,3437
258,939
259,1122
259,3054
260,1966
261,3603
262,3571
263,2800
263,1019
263,2340
264,957
264,924
265,373
266,2849
266,2563
267,3460
268,2310
269,3435
270,1027
271,2551
272,396
273,981
273,3774
274,396
275,73
276,545
277,1936
278,459
279,1564
280,3422
281,3325
282,2924
282,495
283,2084
284,1262
285,3534
286,2281
287,1016
288,1316
289,3499
290,1767
291,174
292,2961
292,827
292,2857
293,1973
294,3067
295,1211
296,3191
297,1025
298,271
299,665
299,2906
299,192
300,1926
301,390
302,2096
303,3256
304,1858
304,1727
305,389
306,2918
307,2410
308,358
309,1893
310,1630
310,2
310,1679
310,1765
311,70
312,3437
313,3526
314,3510
315,1695
316,2179
317,2056
318,3185
319,1594
320,21
320,2489
321,274
322,50
323,2227
324,3215
325,1881
326,2585
327,1276
328,1431
328,3696
329,752
330,2643
331,3394
332,985
333,2094
334,638
335,3769
336,2483
337,957
338,441
339,2077
339,2995
340,992
341,720
342,2111
343,302
344,3534
345,2084
346,2901
347,1332
348,1740
349,79
350,936
351,1693
351,2882
352,814
352,945
352,307
352,2237
353,2833
354,2964
355,373
356,502
357,2566
358,2163
359,2728
359,951
360,1105
361,2699
362,2940
363,303
364,3455
365,324
366,3387
367,3688
368,3335
369,879
370,3612
371,684
372,37
1058,3591
374,569
375,1617
376,1860
376,2777
377,1130
378,3752
379,175
380,2800
380,1643
381,166
382,2478
383,3204
384,2414
385,880
386,685
387,249
388,1
389,1287
390,2962
391,1157
392,3113
393,1638
394,1379
395,1143
396,119
8909,3243
398,522
399,3085
400,1130
400,1805
401,1897
402,1198
403,1130
404,2933
405,1063
405,193
405,818
406,1050
407,2597
407,1187
408,692
409,2800
409,1006
410,1883
411,2260
412,1063
412,193
412,818
413,1742
414,922
415,3683
416,720
417,244
418,699
419,3256
420,1071
421,2068
422,1433
423,1339
424,3405
425,1217
426,583
426,1161
426,2421
427,620
428,3668
428,149
428,1601
429,719
430,3036
431,1645
432,3702
433,3421
434,821
434,3430
435,3306
436,1651
437,641
438,2494
439,448
440,2231
441,1467
441,2271
442,1824
443,280
444,520
445,2544
446,844
446,891
447,2285
448,2797
449,2823
450,3373
451,852
452,569
453,2626
454,665
454,3858
455,79
456,548
456,2728
457,3728
457,80
458,2423
459,202
460,1507
461,348
462,2212
5433,2624
464,665
464,2073
464,16
465,3269
466,3317
467,3441
468,205
468,2407
469,1171
470,162
471,3499
472,1406
473,1860
474,948
475,547
476,2943
477,136
478,1593
479,2016
480,2776
481,1955
481,2754
482,2790
483,2580
484,550
484,772
485,2858
486,2516
486,3739
487,2208
488,2776
489,345
490,2728
490,1751
490,2534
491,1097
492,1596
493,1392
494,1016
495,3603
496,1757
497,2142
9449,3592
499,943
500,1139
501,1822
502,903
503,298
504,1190
505,401
505,2227
506,1858
506,2733
507,827
507,2037
507,3156
508,967
509,374
510,3851
511,1200
512,3442
513,430
514,1609
515,1330
515,1301
515,3837
516,2021
516,3659
517,1751
518,839
519,1303
520,1886
521,1303
522,1971
523,2425
524,3253
525,3554
526,3662
527,1459
527,2042
528,3506
529,2138
529,1332
530,455
531,2657
531,2800
532,3031
533,248
534,56
534,2257
535,2844
536,546
537,827
537,2956
537,3680
538,2643
539,497
540,317
541,1860
542,827
542,3156
542,2037
543,2624
544,2972
545,1368
546,3479
547,2084
548,272
549,1555
550,1860
551,1994
551,1372
552,1041
553,2160
554,3457
555,2004
556,1454
556,3771
557,3365
558,3663
559,3653
559,1424
560,2388
561,1394
8860,2427
563,3711
564,1370
565,50
566,3554
567,107
568,2775
569,2872
570,1355
571,130
572,2279
573,1919
574,1317
575,1017
576,3293
577,1772
578,2221
579,3165
580,503
581,2371
5448,3662
583,30
584,1986
584,205
585,2189
585,2924
586,1317
587,3051
588,1320
588,77
2821,3356
590,1728
591,3073
592,3406
593,521
594,2013
595,1029
596,548
596,3588
597,825
598,3534
599,1195
600,1382
601,2790
602,2907
602,1313
603,589
604,3534
605,3085
606,1042
607,198
608,2394
609,1736
610,30
611,1276
612,3457
613,682
614,607
614,1854
615,1630
616,2304
617,2624
618,1751
618,2045
619,339
620,1742
621,3531
622,3440
623,1951
623,3777
623,1433
623,3790
623,1992
623,3656
624,3695
625,3502
626,1512
627,3534
627,985
628,3003
629,2889
630,3397
631,2844
631,1028
632,1752
633,2260
634,3338
635,2947
636,1879
637,985
638,1703
639,3231
640,2957
640,827
641,2751
642,1051
643,2703
643,1681
644,1521
645,2063
645,1277
646,1205
647,2768
648,1790
648,3636
649,2677
650,2038
650,777
650,1726
651,236
652,2584
653,1438
654,2596
655,1868
656,1912
657,2504
658,3082
659,692
660,419
661,2478
662,3834
662,2070
663,273
664,1017
665,1135
666,2779
667,883
668,3217
669,548
669,2666
670,2394
671,1016
672,3537
673,503
673,1428
674,1230
675,2452
676,3666
677,827
677,90
677,2365
678,1109
678,1337
679,827
679,192
679,681
680,2145
680,1783
681,1016
682,2913
683,516
684,3537
685,3683
686,1418
687,137
688,34
689,1673
689,2706
690,2375
691,607
691,3580
692,3525
693,2933
694,1695
695,1362
696,1762
697,2745
697,2412
698,1577
699,2972
700,1592
701,1681
701,1466
702,742
703,3634
704,1276
705,708
706,966
707,835
708,1559
709,416
709,393
710,2738
711,2117
712,1330
712,409
713,1484
713,2661
713,1888
714,3365
715,1884
1452,3215
717,24
718,1568
719,907
720,3662
721,205
721,3534
722,208
723,2643
724,2739
725,2073
726,3172
727,2135
3820,1433
729,3133
730,371
731,2976
732,1025
733,1462
734,1956
735,3169
736,2375
736,655
737,3474
738,3407
739,1559
740,2129
740,162
741,1409
742,800
743,571
744,1013
745,2201
745,1637
746,2438
747,343
748,3745
749,1495
750,1772
751,3040
752,3207
753,1090
754,3329
755,320
756,867
757,2026
758,3135
758,3534
759,846
760,1521
760,77
761,1071
762,183
763,987
764,3688
765,1248
766,638
767,1134
768,2333
768,306
769,79
770,3243
771,2534
771,3776
772,396
773,2017
774,1192
775,1225
776,428
777,3421
778,192
778,2933
779,3575
780,1017
781,2469
782,1641
783,1093
784,343
784,1459
785,1412
786,567
787,262
788,1928
789,2937
790,684
791,668
792,3472
793,1705
794,1013
795,455
796,3033
796,2869
797,1961
798,1847
799,3175
800,1160
801,316
802,1400
803,2338
804,3435
805,1222
806,467
807,423
808,1652
809,2728
810,3004
811,1433
812,1074
7367,3258
814,2408
814,1851
815,31
815,2462
816,1571
817,1583
818,2624
819,890
820,3414
821,2365
822,1479
823,957
824,2203
825,569
826,90
827,1117
828,88
829,1772
830,579
831,1681
831,1462
832,1975
833,3642
834,291
1294,1650
1294,2463
836,279
837,1316
837,1686
838,648
839,2881
840,3164
840,2682
841,3067
842,1043
843,3868
844,1063
844,193
844,818
845,2448
846,1326
847,985
848,2823
849,2174
850,2428
851,602
852,1844
853,3519
854,2447
1077,1311
856,955
857,2975
858,3214
859,577
860,3364
861,1860
862,1598
863,1159
864,177
865,2428
865,469
866,726
867,1160
868,2929
869,2966
870,1931
871,1631
872,243
873,1017
874,3172
875,2135
875,638
876,2270
877,3201
878,278
878,516
879,623
879,3815
880,3440
881,3156
882,130
882,40
883,1740
884,3044
6530,3085
886,1681
886,2657
887,907
888,3042
888,3028
889,2463
890,3348
891,3215
892,1406
893,491
894,1207
895,1273
896,3435
897,3460
898,516
898,559
899,390
900,834
900,3616
901,3534
901,778
902,870
903,1627
904,3347
905,2551
906,782
907,827
907,2957
908,16
908,1434
909,957
910,1214
911,69
911,3740
912,866
913,3664
913,3868
914,1000
915,3044
916,3172
917,1159
918,1131
919,516
920,2135
920,2728
921,2643
922,1040
923,3598
924,517
924,2205
925,3507
926,3480
926,837
927,2686
928,642
929,2771
930,3476
931,923
932,2198
933,1897
934,3215
935,189
935,1728
936,951
936,3778
936,1859
937,2417
938,476
939,1428
939,1541
940,606
941,2618
942,3834
943,2822
944,2170
945,271
946,499
947,591
948,2277
949,1879
950,1527
950,1437
951,899
951,2703
951,898
952,1130
953,2624
954,2689
955,243
955,2408
956,2233
956,3314
957,1445
958,1590
959,2338
959,1914
960,1005
961,208
962,2652
962,2631
963,1555
964,1117
965,2793
966,279
967,3437
968,128
969,2388
970,1793
970,2838
971,3601
972,3039
973,2624
974,3446
974,3016
975,646
976,3611
977,1172
977,2113
977,3132
978,3400
979,3555
980,758
980,2733
981,2654
982,2063
982,315
982,1277
983,2463
984,1394
985,3629
986,2618
986,3132
987,978
988,1771
988,2300
989,2914
990,1725
991,423
992,1657
993,3190
994,1790
994,1066
995,1785
996,76
997,217
997,3408
997,3724
998,2201
999,1006
1000,1510
1001,1418
1002,2669
1003,1441
1004,3511
1005,1016
1005,957
1005,2490
1006,875
1007,1925
1008,1972
1009,2793
1010,2975
1011,1017
1012,677
1013,3199
1014,2428
1015,2850
1016,1136
1016,3696
1017,2937
1018,2483
1019,1459
1019,2728
1019,1751
1020,266
1021,280
1022,2728
1023,2078
1023,2157
1024,1745
1025,1369
1025,2168
1025,3814
1026,369
1027,1418
1028,3269
1029,2972
1030,1180
1030,2301
1031,3803
1032,2182
1033,1063
1033,193
1033,818
1034,1433
1035,205
1036,529
1037,3251
1038,2790
1039,2653
1040,181
1041,488
1042,3148
1043,1480
1044,2844
1045,3499
1046,1225
1047,3472
1048,1550
1049,2486
1050,32
1051,487
1052,3196
1053,3249
1054,316
1055,827
1055,315
1055,1008
1056,2394
1057,1568
1059,2728
1060,1603
1061,1522
1062,3589
1062,3242
1063,638
1064,455
1065,2790
1066,97
1067,2782
1067,2459
1068,3651
1069,3292
1070,3406
1071,3215
1072,868
1073,3608
1074,373
1075,1981
1076,2624
1078,2793
1079,2027
1080,3160
1081,613
1082,24
1082,1772
1083,496
1084,3381
1085,719
1086,2977
1087,2975
1088,1131
1089,1097
1090,98
1091,742
1092,667
1093,1982
1094,740
1095,3525
1096,1304
1097,1801
1098,2135
1099,3142
1100,2730
1101,1419
1101,3016
1101,438
1102,896
1103,711
1104,2889
1105,1071
1106,2113
1107,836
1108,965
1109,2093
1110,3743
1111,1139
1112,205
1113,1384
1114,543
1114,282
1114,3316
1115,803
1116,3027
1117,1321
1118,3215
1119,396
1120,3537
1121,1725
1122,2310
1123,685
1124,2490
1124,2466
1125,270
1126,1394
1127,1205
1128,2143
1128,3664
1129,291
1130,2065
1131,499
1131,1811
1132,1475
1133,3312
1134,2208
1135,2261
1136,789
1137,1504
1138,1212
1139,2499
1140,1350
1141,985
1141,522
1142,1638
1143,3148
1144,1276
1145,685
1146,390
1147,2877
1148,2458
1149,1428
1149,597
1150,2266
1151,2940
1152,1836
1153,1795
1154,1356
1155,922
1156,2623
1157,3681
1158,3738
1159,2084
1160,2377
1161,2065
1162,915
1163,1695
1164,1262
1165,2260
1166,604
1166,2023
1167,1325
1167,10
1167,1488
1168,294
1169,1688
1169,755
1170,3169
1171,2744
1172,2846
1173,1465
1173,573
1174,2081
1175,996
1176,2483
1176,576
1177,3278
1178,1521
1179,316
1180,3254
1181,2924
1182,1579
1183,3576
1184,34
1185,3662
1186,2429
1187,2594
1187,623
1187,3657
1188,1492
1189,1975
1190,1629
1191,335
1192,3015
1193,1431
1193,2757
1194,598
1195,997
1196,2135
1197,1682
1198,3851
1199,3795
1200,384
1200,1092
1201,423
1202,84
1203,516
1203,164
1203,2968
1204,3582
1205,3299
1206,3476
1207,3248
1207,835
1208,1619
1208,3588
1209,3522
1210,3851
1211,2947
1212,2776
1213,1123
1214,3095
1215,296
1216,243
1217,53
1218,3320
1219,411
1220,3172
1221,2233
1222,2058
1223,1316
1224,1641
1225,3215
1226,2227
1227,274
1228,437
1228,3277
1229,1117
1230,1464
1231,2084
1232,2490
1233,844
1234,3059
1235,205
1236,2670
1237,1532
1237,2407
1238,2075
1239,2597
1239,1805
1240,3743
1240,887
1241,1785
2722,2858
1243,1036
1244,1433
2226,2669
1246,84
1247,1860
1248,3817
1248,2379
1249,1056
1249,2482
1249,3081
1249,3718
1250,305
1251,2371
1252,1494
1252,1504
1253,1559
1254,966
1255,1595
1256,3232
1257,684
1258,1117
1259,1493
1260,1579
1260,1418
1261,2607
1262,2289
1263,2821
1264,1652
1265,1465
1265,219
1266,1763
1267,118
1268,3004
1269,2970
1270,2447
1270,1106
1271,3251
1272,2961
1273,2597
1273,1130
1273,2044
1274,50
1275,1188
1276,1406
1277,1283
1278,2398
1279,18
1279,3159
1280,1304
1280,1291
1281,2299
1282,1298
1283,3306
1284,2714
3244,2058
1286,3755
1287,1647
1288,30
1289,2769
1290,2970
1291,2601
1292,2838
1293,88
1295,2940
1296,2046
1296,2113
1297,2084
1298,936
1299,2135
1300,3710
1301,3582
1302,1507
1303,3199
1304,1411
1305,1017
1306,2504
1307,130
1308,202
1309,2979
1310,2428
1311,1282
1312,3006
1313,2113
1314,2370
1315,1017
1316,827
1316,1112
1316,2957
1317,2874
1318,22
1319,2039
1320,256
1320,1314
1321,1965
1322,3212
1323,2793
1324,706
1325,2394
1326,2265
1327,1812
1328,2135
1328,1793
1329,789
1330,269
1331,985
1332,1153
1333,3845
1334,4
1335,3177
1336,1016
1337,374
1338,2924
1338,2688
1339,3355
1340,1164
1341,3866
1342,1700
1343,1062
1344,1990
1345,1139
1346,3368
1347,2788
1348,2840
1349,3542
1350,1224
1351,1982
1352,1772
1352,3016
1353,3846
1354,2394
1355,1110
1356,3826
1356,3172
1357,503
1358,1456
1359,395
1360,2504
1361,1455
1362,534
1363,1397
1364,1141
1365,2478
1366,1591
1367,2111
1368,2756
1369,2940
1370,161
1371,2976
1372,2470
1373,343
1374,1630
1375,2994
1376,2957
1377,1933
1378,2405
1379,503
1380,2004
1381,3156
1381,1130
1382,2490
1383,3519
1384,1904
1385,79
1386,2717
1387,1031
1388,2533
1389,2078
1389,2077
1389,2817
1389,985
1390,3499
1391,3435
1392,3437
1392,252
1393,1464
1394,893
1394,1083
1394,7
1395,2842
1396,3172
1397,2283
1398,1805
1399,3670
1400,1728
1401,3095
1402,1124
1403,982
1404,2004
1405,3063
1406,3466
1407,271
1408,2468
1409,3248
1410,1860
1411,2771
1412,3565
1413,238
1414,2469
1415,747
1416,369
1417,840
1418,3851
1419,290
1419,517
1420,2227
1421,2760
1422,3246
1423,2792
1424,1057
1424,1985
1425,1429
1426,496
1426,3230
1427,824
1428,2129
1428,1810
1429,967
1430,2599
1431,2135
1432,3839
1433,1962
1434,2937
1435,2614
1435,1945
1435,772
1436,2483
1437,696
1438,3598
1439,2534
1440,2502
1441,949
1442,31
1443,152
1444,159
1445,875
1446,3561
1446,1232
1446,363
1447,3753
1447,2113
1448,3534
1448,922
1449,598
1450,2310
1451,3412
1453,1406
1454,1090
1454,1016
1455,1090
1456,75
1457,3522
1458,3032
1459,910
1460,3686
1461,3801
1462,1941
1463,3421
1464,1926
1465,2646
1466,1409
1467,50
1468,256
1469,2012
1470,2188
1471,1726
1472,1409
1473,2994
1474,1154
1475,1681
1475,3767
1476,2506
1477,1555
1478,3522
1479,3036
1480,1248
1481,548
1482,2273
1483,53
1484,1298
1485,2745
1486,3397
1487,2863
2113,2050
1489,455
1490,3826
1491,1104
1492,2348
1493,833
1494,1217
1495,305
1495,550
1496,617
1497,34
1498,1966
1499,934
1500,2619
1501,2386
1502,2286
1503,887
1504,3015
1505,1224
1506,2405
1507,1065
1508,1305
1509,716
1510,468
1511,2317
1512,53
1513,2242
1514,1725
1515,1643
1516,2280
1517,2170
1518,273
1519,50
1520,2119
1521,194
1522,3036
1523,2081
1524,3172
1525,1503
1526,2470
1526,108
1527,3460
1528,759
1529,948
1530,3662
1531,2813
1532,1603
1533,598
1534,2957
1534,906
1534,1881
1534,1877
1535,2947
6855,809
1537,211
1538,2135
1539,55
1540,1996
1541,3592
1542,862
1543,3417
1544,1224
1545,347
1546,3688
1547,3215
1548,1740
1549,222
1549,1784
1550,1620
1551,3786
1551,1071
1552,2375
1552,655
1553,1751
1554,729
1555,1630
1556,997
1556,1197
1557,324
1558,2119
1559,1751
1559,1506
1560,2145
1560,950
1561,2636
1561,3030
1562,1375
1563,2574
1564,2376
1565,2568
1566,303
1567,2077
1567,1805
1568,645
1569,2970
1570,3169
1571,1871
1572,855
1573,3607
1574,3629
1575,3457
1576,2099
1576,1217
1577,2947
1578,1847
1579,343
1580,896
1581,1033
1581,2414
1582,3167
1583,1949
5167,3341
1585,3348
1586,3662
1587,312
1588,2519
1589,896
1590,3235
1591,3578
1592,2172
1593,2858
1594,3436
1595,161
1596,1750
1597,2806
1598,3690
1599,951
1600,142
1601,2439
1602,2127
1603,302
1604,1162
1605,1975
1606,3131
1607,2143
1607,310
1608,1975
1609,2234
1610,1736
1611,1542
1611,1482
1611,3110
1612,404
1613,98
1614,622
1615,2732
1616,603
1617,3682
1618,687
1619,369
1620,3605
1621,1805
1622,3837
1622,2109
1622,1301
1623,3525
1624,3025
1625,927
1626,3837
1626,1938
1627,3598
1628,1470
1629,3436
1630,3477
1631,1126
1632,3207
1633,1790
1634,2961
1634,2497
1635,2013
1636,1572
1637,212
1638,2692
1639,1492
1640,161
1641,1092
1641,712
1642,3651
1643,3004
1644,930
1645,3763
1645,955
1645,1848
1646,2776
1647,875
1648,167
1648,1693
1648,2882
1649,1156
1650,2463
1651,1521
1652,192
1653,551
1653,1101
1654,2135
1655,1025
1655,947
1656,1978
1657,1413
1658,2954
1659,2142
1660,3558
1661,2957
1661,2906
1662,2858
1663,572
1664,2722
1665,2799
1666,2499
1667,2394
1668,175
1669,2972
1670,892
1671,3248
1671,2660
1672,1160
1673,609
1674,3462
1675,211
1676,243
1677,314
1678,496
1679,161
1680,742
1680,2546
1681,658
1682,2371
1683,1384
1684,2952
1685,1029
1686,702
1687,82
1688,1926
1689,2405
1690,1805
1691,189
1692,775
1693,3549
1694,2231
1695,1031
1696,1027
1697,990
1698,798
1699,581
1700,2937
1701,3341
1702,1198
1702,1386
1703,2540
1704,1910
1705,1585
1706,3603
1707,448
1708,396
1709,2338
1710,1843
1711,1514
1712,3012
1713,2365
1714,3348
1715,268
1715,1796
1716,1975
1717,1860
6328,3685
1719,2947
1720,1271
1721,92
1722,3605
1723,615
1724,3664
1725,1772
1726,2332
1727,3119
1728,410
1728,3134
1730,1641
1731,1255
1732,1198
1733,2435
1734,930
1735,2947
1736,1027
1737,957
1738,3866
1739,1559
1740,1221
1741,1641
1742,1642
1743,2201
1744,2538
1745,1969
1746,2151
1747,3309
1748,3390
1749,1025
1750,3276
1751,1927
1752,2446
1753,455
1754,3248
1754,161
1755,3868
1755,1726
1756,3157
1757,1016
1758,844
1759,1838
1760,2078
1760,2077
1760,2817
1760,2157
1761,1605
1762,2193
1763,2662
1764,1063
1764,193
1764,818
1765,2055
1766,3523
1767,1332
1767,351
1767,3068
1768,466
1768,2803
1768,3089
1768,3768
1769,2771
1770,1728
1771,3589
1772,3248
1772,1332
1773,2595
1774,461
1775,2745
1776,2431
1777,2531
1778,888
1779,316
1780,1776
1781,1678
1782,3711
1783,2624
1784,1884
1784,205
1785,455
1786,1672
1787,181
1788,455
1789,816
1790,3213
1791,3828
1792,2695
1793,2467
1794,3606
1795,19
1795,1471
1796,2219
1797,3136
1798,584
1799,1433
1800,1618
1801,2619
1802,696
1803,491
1804,3060
1805,3347
1806,2531
1807,2407
1808,2218
1809,559
1809,2200
1810,373
1811,1338
1812,684
1813,3160
1814,3603
1815,1926
1816,665
1816,3834
1817,1302
1818,3749
1819,2253
1820,2358
1821,1627
1822,3372
1823,2274
1824,2065
1825,917
1826,1067
1827,1916
1828,1542
1829,2066
1830,3095
1831,79
1832,1650
1832,2463
1833,272
1834,907
1835,1140
1836,2499
1837,1763
1838,2618
1838,2642
1839,3358
1840,515
1841,1249
1842,1224
1843,2790
1844,3534
1845,2932
1846,1604
1847,188
1848,127
1849,3101
1850,151
1850,1228
1851,2872
1852,966
1853,3368
1854,2929
1855,2073
1856,3397
1857,1726
1857,795
1857,1256
1858,289
1859,3610
1860,3772
1861,3436
1862,2573
1863,1975
1864,3856
1864,2464
1865,1751
1865,628
1866,274
1867,3436
1868,2554
1869,3272
1870,3099
1871,3654
1872,2957
1873,1025
1874,2061
1875,691
1876,3482
1877,1504
1878,2597
1878,623
1879,917
1879,208
1880,2397
1881,1645
1882,1040
1883,2475
1884,3008
1885,684
1886,2728
1886,2259
1887,895
1888,2152
1888,1828
1889,2463
1890,1559
1891,1699
1892,1017
1893,2937
1894,1858
1894,2470
1895,2255
1896,2009
1896,3757
1897,1122
1898,2084
1899,1728
1900,3020
1901,2657
1901,5
1902,3585
1903,2463
1904,1237
1905,1514
1906,1938
1906,2642
1907,1200
1908,740
1909,1106
1909,1520
1910,1085
1911,3018
1912,309
1913,3422
1914,1085
1915,3421
1916,3776
1917,1557
1918,926
1919,3453
1920,2748
1921,2387
1922,2903
1923,21
1923,1284
1924,3683
1925,3228
1926,1013
1926,1903
1927,4
1928,985
1929,3215
1930,827
1930,90
1931,3377
1932,852
1933,1016
1934,3834
1935,1406
1936,797
1936,79
1937,3544
1938,134
1939,3554
1940,827
1940,192
1940,681
1941,2234
1942,321
1943,2313
1944,395
1945,3449
1946,2201
1947,2652
1947,742
1948,2585
1949,2467
1950,317
1951,1926
1952,60
1953,163
1954,2630
1955,2946
1956,523
1957,396
1958,3589
1959,1428
1959,597
1960,1542
1961,3269
1962,3579
1963,866
1964,3174
1965,2068
1966,63
1967,3264
1967,2884
1968,1351
1969,3214
1970,2399
1971,2946
1972,3629
1973,638
1974,3662
1975,521
1975,3274
1976,2771
1977,2388
1978,1212
1979,2911
1980,684
1981,631
1982,2429
1983,3140
1984,1766
1985,267
1985,1157
1986,1579
1987,1130
1987,2597
1988,1130
1988,2376
1989,1231
1990,262
1991,3782
1992,1676
1993,907
1994,2114
1995,2596
1996,2360
1996,2858
1997,1523
1998,3172
1998,493
1999,726
2000,3215
2001,2483
2002,2561
2003,3664
2003,3868
2004,1604
2004,1546
2005,2213
2006,2889
2007,3151
2007,964
2008,794
2009,726
2010,1835
2011,808
2012,1825
2013,1987
2013,171
2013,1951
2014,408
2015,3661
2016,1300
2017,623
2017,1726
2018,667
2019,2666
2020,2957
2021,1134
2022,2356
2023,205
2023,3837
2024,662
2025,1492
2026,1514
2026,2638
2026,1684
2027,3417
2028,1003
2028,1444
2029,1719
2030,1183
2031,2783
2032,243
2033,2597
2034,615
2035,3525
2036,1847
2037,2630
2038,2790
2039,3239
2040,827
2040,2728
2041,1567
2042,1071
2043,3742
2044,3011
2045,985
2045,2041
2046,2261
2047,2531
2048,3752
2049,2503
2050,3387
2051,821
2052,2728
2053,2382
2053,2128
2053,1112
2054,3618
2055,3069
2056,50
2057,84
2058,1442
2059,3745
2060,966
2061,323
2062,1841
2063,3435
2064,2618
2065,369
2066,1016
2067,2970
2068,279
2069,3755
2070,3525
2071,3243
2072,1427
2073,1579
2074,2113
2075,2554
2076,2465
2077,1010
2078,3459
2079,405
2080,3215
2081,3214
2082,3484
2083,809
2084,580
2085,720
2086,2308
2087,1126
2088,2728
2089,3065
2090,366
2091,1510
2092,1453
2093,90
2093,1025
2094,1654
2095,3582
2095,749
2096,2503
9529,2643
2098,1680
2099,645
2100,1143
2101,243
2102,3352
2103,3837
2103,2109
2103,1301
2104,2529
2105,3850
2106,2852
2107,2491
2107,2496
2108,2903
2109,2733
2110,3051
2111,2490
2112,2361
2112,2590
2114,985
2115,2946
2116,205
2117,1925
2118,1108
2119,1549
2120,963
2120,983
2121,3252
2122,1514
2123,1561
2124,1858
2124,3753
2125,1984
2126,3606
2127,2534
2127,1960
2128,985
2128,343
2129,2589
2130,3172
2130,2940
2131,2018
2132,786
2133,2580
2134,205
2135,443
2136,3576
2137,1321
2138,2608
2139,1298
2140,2947
2141,2468
2142,2436
2143,2844
2144,3103
2144,526
2144,985
2145,1805
2145,24
2146,1069
2147,1726
2147,2037
2148,1650
2148,2463
2149,1211
2150,3574
2150,2888
2151,3040
2152,3654
2153,2517
2154,626
2155,2940
2156,30
2157,2170
2158,2104
2159,1350
2160,1992
2160,107
2160,1812
2161,1023
2161,3761
2162,2469
2163,3421
2164,808
2165,2201
2166,1532
2166,2597
2167,2430
2168,1611
2169,2951
2170,2135
2170,559
2171,1814
2171,724
2172,726
2173,627
2174,796
2175,2483
2176,1108
2176,3868
2177,2923
2178,2499
2179,1713
2180,2499
2181,2336
2182,1362
2183,3145
2184,1568
2185,1131
2186,1433
2187,2524
2188,2043
2189,396
2190,2891
2190,2522
2191,3430
2192,2643
2193,936
2193,290
2194,2463
2195,2728
2196,2689
2197,2793
2198,274
2199,957
2200,1356
2201,2143
2201,1812
2202,205
2203,550
2204,392
2205,2292
2206,1032
2207,44
2208,3051
2209,2375
2210,3510
2211,649
2212,3678
2213,2853
2214,3647
2215,1778
2215,3330
2216,3278
2217,1505
2218,2940
2219,827
2219,2956
2219,3680
2220,1561
2221,88
2222,3751
2223,684
2224,961
2225,1242
2227,1858
2227,243
2227,2876
2228,3478
