userID,songID,rating,comment,timestamp
1606,3189,3,"Decent, nothing groundbreaking.",2024-01-01 06:30:07
2343,416,2,Two stars for trying.,2024-01-01 06:30:32
305,4096,2,A disappointing effort.,2024-01-01 06:31:25
1274,1030,1,Could not finish it.,2024-01-01 06:32:37
1770,394,5,"Instant classic, five stars!",2024-01-01 06:34:03
1026,4050,1,Really poor production quality.,2024-01-01 06:34:18
1396,892,3,"I liked the beat, but the lyrics were weak.",2024-01-01 06:36:01
970,1195,5,The production is incredible.,2024-01-01 06:36:59
392,7315,5,Absolutely flawless!,2024-01-01 06:37:07
249,547,4,"Great vibe, strong chorus.",2024-01-01 06:39:09
3473,1066,2,A disappointing effort.,2024-01-01 06:40:11
3287,7241,1,Really poor production quality.,2024-01-01 06:40:48
2565,7076,1,Could not finish it.,2024-01-01 06:41:52
229,9163,1,Really poor production quality.,2024-01-01 06:43:07
1563,6582,1,Skip this one.,2024-01-01 06:44:00
1684,3820,5,Absolutely flawless!,2024-01-01 06:44:36
1573,7606,4,"Almost perfect, minor critique on the mix.",2024-01-01 06:45:48
415,5565,1,Really poor production quality.,2024-01-01 06:46:41
1345,9631,2,A disappointing effort.,2024-01-01 06:47:09
51,9752,1,Skip this one.,2024-01-01 06:49:03
3444,3173,5,My new favorite song.,2024-01-01 06:49:51
2085,4199,3,"It's okay, a little forgettable.",2024-01-01 06:50:39
2969,7285,2,A disappointing effort.,2024-01-01 06:51:12
3265,723,1,Could not finish it.,2024-01-01 06:52:24
2395,7141,5,"Instant classic, five stars!",2024-01-01 06:53:24
2391,8867,2,A disappointing effort.,2024-01-01 06:54:39
1265,9885,3,"It's okay, a little forgettable.",2024-01-01 06:55:29
34,8482,5,My new favorite song.,2024-01-01 06:56:04
973,8309,5,Absolutely flawless!,2024-01-01 06:57:35
1409,3202,2,Two stars for trying.,2024-01-01 06:59:15
825,1121,3,"Decent, nothing groundbreaking.",2024-01-01 06:59:55
1949,7658,5,"Instant classic, five stars!",2024-01-01 07:01:10
2370,9275,3,"I liked the beat, but the lyrics were weak.",2024-01-01 07:01:25
1715,5385,2,A disappointing effort.,2024-01-01 07:02:37
3233,692,4,"Really solid track, highly recommended.",2024-01-01 07:04:16
16,3655,2,Needs more originality.,2024-01-01 07:04:50
874,3917,4,"Almost perfect, minor critique on the mix.",2024-01-01 07:06:03
3337,5432,4,"Really solid track, highly recommended.",2024-01-01 07:06:33
755,111,3,"Decent, nothing groundbreaking.",2024-01-01 07:07:07
1466,492,5,Absolutely flawless!,2024-01-01 07:08:12
1191,7216,2,Two stars for trying.,2024-01-01 07:09:48
3136,5897,1,Could not finish it.,2024-01-01 07:10:18
811,4655,2,A disappointing effort.,2024-01-01 07:12:14
1074,2856,3,"I liked the beat, but the lyrics were weak.",2024-01-01 07:12:20
732,3212,1,Could not finish it.,2024-01-01 07:14:10
1073,1658,1,Skip this one.,2024-01-01 07:14:13
1553,1819,3,"Decent, nothing groundbreaking.",2024-01-01 07:15:26
